epoch,acc,loss,val_acc,val_loss
52,0.9768518518518519,0.2361277535005852,0.912280703845777,0.3971902079749526
53,0.9953703703703703,0.20621538272610418,0.912280703845777,0.3903019543279681
54,0.9953703703703703,0.20293501792130647,0.912280703845777,0.40184944763518216
55,1.0,0.20108558513500072,0.912280703845777,0.43629922992304754
56,0.9861111111111112,0.22343045362719782,0.912280703845777,0.42897275560780573
57,0.9953703703703703,0.2085736079348458,0.912280703845777,0.40953987104850903
58,0.9953703703703703,0.20709961266429336,0.8947368462880453,0.44050833007745577
59,0.9814814814814815,0.23651231880541201,0.9122807048914725,0.44644725531862495
60,0.9722222222222222,0.23490705644642865,0.9122807048914725,0.4401296241241589
61,0.9722222222222222,0.24769670433468288,0.8947368441966542,0.47252418911247923
62,0.9537037037037037,0.29273333924788014,0.912280703845777,0.41774390454877885
63,0.9953703703703703,0.2034824909987273,0.912280703845777,0.44409434209790144
64,1.0,0.20362051383212762,0.9298245634948998,0.43672110218750804
65,1.0,0.19943035697495495,0.9122807048914725,0.4501923364505433
66,0.9907407407407407,0.21142364044984183,0.9122807048914725,0.41796256575668067
67,1.0,0.19755637921668864,0.912280703845777,0.42316049860234844
68,1.0,0.2015804675994096,0.912280703845777,0.3944034450932553
69,0.9953703703703703,0.2007112309888557,0.8947368452423498,0.40362743013783503
70,1.0,0.19476138607219415,0.8947368452423498,0.41002362966537476
71,0.9953703703703703,0.2158951797971019,0.912280703845777,0.41223240316959847
72,0.9861111111111112,0.2198764979839325,0.8947368452423498,0.4143472648503488
73,0.9768518518518519,0.23412578083850719,0.912280703845777,0.41941669112757635
74,0.9953703703703703,0.21479799350102743,0.8947368441966542,0.4309718221948858
75,1.0,0.19436645121486099,0.9122807048914725,0.40019448179947703
76,0.9907407407407407,0.22315750960950498,0.9122807048914725,0.4054055182557357
77,0.9768518518518519,0.24538706850122521,0.9122807048914725,0.3945717173710204
78,1.0,0.1952702016742141,0.8947368452423498,0.39631905053791244
79,0.9814814814814815,0.23191081484158835,0.9122807048914725,0.404476241061562
80,1.0,0.1968937604515641,0.9122807048914725,0.39791740450942725
81,0.9953703703703703,0.20148336280275275,0.912280703845777,0.4053527357285483
82,0.9953703703703703,0.20189713603920406,0.912280703845777,0.4001243605948331
83,0.9953703703703703,0.20777859897525222,0.8947368452423498,0.4148729401722289
84,0.9907407407407407,0.218112971495699,0.9122807048914725,0.4087624811289603
85,0.9953703703703703,0.21056961626918227,0.9122807048914725,0.39910140999576504
86,1.0,0.1938469934242743,0.9298245634948998,0.403168261051178
87,0.9907407407407407,0.21744576151724215,0.9122807048914725,0.4111453984913073
88,1.0,0.19755151481540115,0.9122807048914725,0.4093665919805828
89,1.0,0.1954302175177468,0.912280703845777,0.4020153367728518
90,0.9814814814814815,0.28562250954133495,0.912280703845777,0.40368893794846117
91,0.9444444444444444,0.35064462213604536,0.9122807048914725,0.3979739954597072
92,0.9953703703703703,0.2065131288987619,0.9298245634948998,0.40790470545752006
93,0.9953703703703703,0.20196990172068277,0.9298245634948998,0.3953832084672493
94,0.9861111111111112,0.22770536056271307,0.912280703845777,0.38705092668533325
95,0.9953703703703703,0.1997166038663299,0.912280703845777,0.38255070071471364
96,1.0,0.19465550614727867,0.9298245634948998,0.39611649931522835
97,0.9907407407407407,0.22542248279960067,0.9298245634948998,0.3974129358927409
98,0.9722222222222222,0.2892940397615786,0.9298245634948998,0.3934707150124667
99,0.9953703703703703,0.20538211862246195,0.9298245634948998,0.40302050322817085
